sample,date,time,ID,neo_nmol_SG,datetime1,group,sex,age,max_t,min_t,rain,mean_max_t_days15
781,4/21/23,13:43:00,MOZ,732.8989814,2023-04-21T13:43:00Z,Mesas,M,13.3,30.57427083,29.9221875,0,30.08501953
782,4/24/23,12:14:00,TAN,1393.352521,2023-04-24T12:14:00Z,Tenori,F,6.3,27.79229167,27.15645833,0.05625,29.89945964
783,4/25/23,8:20:00,TEM,1255.717775,2023-04-25T08:20:00Z,Tenori,M,7.8,29.3765625,28.71635417,0.002083333,29.86777344
785,4/27/23,11:50:00,TAN,1471.241792,2023-04-27T11:50:00Z,Tenori,F,6.3,28.60729167,27.91375,0,29.71934896
786,4/27/23,8:49:00,TAB,1279.025342,2023-04-27T08:49:00Z,Tenori,F,6.3,28.60729167,27.91375,0,29.71934896
787,4/28/23,13:51:00,TUA,1862.282374,2023-04-28T13:51:00Z,Tenori,M,2.1,28.78697917,28.23708333,0,29.61082031
788,5/4/23,8:50:00,MUL,347.9288022,2023-05-04T08:50:00Z,Mesas,F,12.3,31.9784375,31.47979167,0,29.69988932
789,5/4/23,11:51:00,MUL,593.2287811,2023-05-04T11:51:00Z,Mesas,F,12.3,31.9784375,31.47979167,0,29.69988932
790,5/4/23,13:44:00,MOS,539.3262675,2023-05-04T13:44:00Z,Mesas,M,10.3,31.9784375,31.47979167,0,29.69988932
792,5/5/23,11:22:00,MOW,1040.709983,2023-05-05T11:22:00Z,Mesas,F,0.9,31.90229167,31.41666667,0,29.77902995
793,5/8/23,16:25:00,MOZ,1041.312246,2023-05-08T16:25:00Z,Mesas,M,13.3,31.18708333,30.66395833,0,29.99547526
794,5/9/23,6:19:00,MYK,886.4102741,2023-05-09T06:19:00Z,Mesas,M,2.3,31.499375,30.98322917,0,30.19183594
795,5/9/23,8:08:00,MON,818.0735306,2023-05-09T08:08:00Z,Mesas,F,5.3,31.499375,30.98322917,0,30.19183594
797,5/10/23,5:05:00,MOS,1001.864038,2023-05-10T05:05:00Z,Mesas,M,10.3,32.20166667,31.63979167,0,30.46742188
798,5/10/23,5:19:00,MUS,1252.330047,2023-05-10T05:19:00Z,Mesas,F,5.1,32.20166667,31.63979167,0,30.46742188
799,5/10/23,5:25:00,MAY,2390.767912,2023-05-10T05:25:00Z,Mesas,F,4.4,32.20166667,31.63979167,0,30.46742188
800,5/10/23,10:00:00,MUS,783.7847063,2023-05-10T10:00:00Z,Mesas,F,5.1,32.20166667,31.63979167,0,30.46742188
802,5/10/23,10:45:00,MON,642.1626272,2023-05-10T10:45:00Z,Mesas,F,5.3,32.20166667,31.63979167,0,30.46742188
803,5/10/23,11:16:00,MIS,1217.888148,2023-05-10T11:16:00Z,Mesas,F,4,32.20166667,31.63979167,0,30.46742188
805,5/10/23,14:41:00,PED,1850.400294,2023-05-10T14:41:00Z,Tenori,M,12.9,32.20166667,31.63979167,0,30.46742188
806,5/10/23,12:50:00,TOT,886.1474685,2023-05-10T12:50:00Z,Tenori,F,9.3,32.20166667,31.63979167,0,30.46742188
807,5/11/23,9:59:00,MUS,742.6522391,2023-05-11T09:59:00Z,Mesas,F,5.1,31.19177083,30.5440625,0,30.5808724
809,5/11/23,13:17:00,MON,1336.119849,2023-05-11T13:17:00Z,Mesas,F,5.3,31.19177083,30.5440625,0,30.5808724
810,5/11/23,12:38:00,MOS,764.3261452,2023-05-11T12:38:00Z,Mesas,M,10.3,31.19177083,30.5440625,0,30.5808724
811,5/11/23,13:43:00,MOR,445.4485657,2023-05-11T13:43:00Z,Mesas,F,0.3,31.19177083,30.5440625,0,30.5808724
814,5/11/23,15:12:00,MOR,458.6983456,2023-05-11T15:12:00Z,Mesas,F,0.3,31.19177083,30.5440625,0,30.5808724
815,5/11/23,14:05:00,MAY,808.9894012,2023-05-11T14:05:00Z,Mesas,F,4.4,31.19177083,30.5440625,0,30.5808724
816,5/12/23,11:11:00,MOZ,744.0955929,2023-05-12T11:11:00Z,Mesas,M,13.4,31.67583333,30.9815625,0,30.74059245
817,5/12/23,12:34:00,MIS,637.7962225,2023-05-12T12:34:00Z,Mesas,F,4,31.67583333,30.9815625,0,30.74059245
818,5/12/23,12:14:00,MOZ,768.1861018,2023-05-12T12:14:00Z,Mesas,M,13.4,31.67583333,30.9815625,0,30.74059245
819,5/12/23,12:33:00,MUS,924.3979953,2023-05-12T12:33:00Z,Mesas,F,5.1,31.67583333,30.9815625,0,30.74059245
820,5/12/23,12:49:00,MUL,727.6839337,2023-05-12T12:49:00Z,Mesas,F,12.4,31.67583333,30.9815625,0,30.74059245
821,5/12/23,12:20:00,MAY,1044.097711,2023-05-12T12:20:00Z,Mesas,F,4.4,31.67583333,30.9815625,0,30.74059245
822,5/12/23,12:18:00,MON,849.1904379,2023-05-12T12:18:00Z,Mesas,F,5.3,31.67583333,30.9815625,0,30.74059245
823,5/12/23,12:42:00,MOS,763.368,2023-05-12T12:42:00Z,Mesas,M,10.3,31.67583333,30.9815625,0,30.74059245
824,5/12/23,11:40:00,MYK,521.4390646,2023-05-12T11:40:00Z,Mesas,M,2.3,31.67583333,30.9815625,0,30.74059245
825,5/12/23,11:45:00,MIS,703.8730468,2023-05-12T11:45:00Z,Mesas,F,4,31.67583333,30.9815625,0,30.74059245
826,5/12/23,11:15:00,MOR,319.1239598,2023-05-12T11:15:00Z,Mesas,F,0.3,31.67583333,30.9815625,0,30.74059245
827,5/15/23,9:10:00,MIL,680.0443117,2023-05-15T09:10:00Z,Mesas,F,6.4,31.00822917,30.4571875,0,31.31975911
828,5/15/23,10:13:00,MAY,375.41043,2023-05-15T10:13:00Z,Mesas,F,4.4,31.00822917,30.4571875,0,31.31975911
829,5/15/23,11:18:00,MUL,279.1487716,2023-05-15T11:18:00Z,Mesas,F,12.4,31.00822917,30.4571875,0,31.31975911
830,5/15/23,11:56:00,MAY,589.9163361,2023-05-15T11:56:00Z,Mesas,F,4.4,31.00822917,30.4571875,0,31.31975911
831,5/15/23,15:23:00,TES,1052.979336,2023-05-15T15:23:00Z,Tenori,F,19.4,31.00822917,30.4571875,0,31.31975911
833,5/16/23,12:28:00,MOW,466.1513467,2023-05-16T12:28:00Z,Mesas,F,0.9,28.50895833,28.01854167,0,31.21847656
834,5/16/23,13:20:00,MAY,208.9663438,2023-05-16T13:20:00Z,Mesas,F,4.4,28.50895833,28.01854167,0,31.21847656
835,5/16/23,17:18:00,MYK,195.374027,2023-05-16T17:18:00Z,Mesas,M,2.3,28.50895833,28.01854167,0,31.21847656
836,5/16/23,11:56:00,MOS,347.0237804,2023-05-16T11:56:00Z,Mesas,M,10.4,28.50895833,28.01854167,0,31.21847656
837,5/17/23,7:43:00,MUL,587.8836994,2023-05-17T07:43:00Z,Mesas,F,12.4,30.280625,29.51833333,0,31.22910807
838,5/17/23,10:20:00,MIL,777.1899295,2023-05-17T10:20:00Z,Mesas,F,6.4,30.280625,29.51833333,0,31.22910807
840,5/18/23,16:55:00,MON,667.100068,2023-05-18T16:55:00Z,Mesas,F,5.3,31.50802083,30.85010417,0,31.27565104
841,5/19/23,12:02:00,TOT,1721.76284,2023-05-19T12:02:00Z,Tenori,F,9.4,32.15447917,31.60208333,0,31.2901237
842,5/22/23,12:50:00,MIS,825.9106673,2023-05-22T12:50:00Z,Mesas,F,4.1,30.08854167,29.53583333,0,31.15623698
843,5/23/23,5:00:00,MUL,541.6626315,2023-05-23T05:00:00Z,Mesas,F,12.4,30.115625,29.46489583,0,31.08869141
844,5/23/23,11:28:00,MAY,598.8212206,2023-05-23T11:28:00Z,Mesas,F,4.4,30.115625,29.46489583,0,31.08869141
845,5/23/23,9:41:00,TAN,1516.411496,2023-05-23T09:41:00Z,Tenori,F,6.4,30.115625,29.46489583,0,31.08869141
846,5/23/23,12:45:00,TUA,1851.054476,2023-05-23T12:45:00Z,Tenori,M,2.2,30.115625,29.46489583,0,31.08869141
847,5/23/23,12:27:00,TUR,1700.697271,2023-05-23T12:27:00Z,Tenori,F,0.8,30.115625,29.46489583,0,31.08869141
848,5/24/23,10:05:00,MYK,382.135697,2023-05-24T10:05:00Z,Mesas,M,2.3,29.45885417,28.8090625,0.014583333,30.98067708
849,11/18/22,11:25:00,TIQ,1337.47494,2022-11-18T11:25:00Z,Tenori,M,1.5,28.15197917,27.65197917,0,26.05859375
851,5/24/23,15:48:00,TOT,1436.396592,2023-05-24T15:48:00Z,Tenori,F,9.4,29.45885417,28.8090625,0.014583333,30.98067708
852,5/25/23,13:44:00,MUL,391.4707692,2023-05-25T13:44:00Z,Mesas,F,12.4,28.19645833,27.53520833,0.604166667,30.77424479
853,5/25/23,16:58:00,TOT,1368.468306,2023-05-25T16:58:00Z,Tenori,F,9.4,28.19645833,27.53520833,0.604166667,30.77424479
854,5/31/23,13:39:00,TIL,2803.683536,2023-05-31T13:39:00Z,Tenori,M,8.9,26.70947917,26.27114583,0.08125,29.55877604
855,6/5/23,8:22:00,MAY,517.6448095,2023-06-05T08:22:00Z,Mesas,F,4.4,27.48489583,27.01083333,0.004166667,28.50497396
856,6/5/23,10:18:00,MIS,321.9094249,2023-06-05T10:18:00Z,Mesas,F,4.1,27.48489583,27.01083333,0.004166667,28.50497396
857,6/5/23,11:18:00,MUS,324.1980232,2023-06-05T11:18:00Z,Mesas,F,5.2,27.48489583,27.01083333,0.004166667,28.50497396
859,6/5/23,14:04:00,MIS,509.2884142,2023-06-05T14:04:00Z,Mesas,F,4.1,27.48489583,27.01083333,0.004166667,28.50497396
860,6/6/23,10:25:00,TRO,1481.733591,2023-06-06T10:25:00Z,Tenori,M,10.9,27.83260417,27.2440625,0.220833333,28.3065625
861,6/6/23,9:07:00,PED,1378.805219,2023-06-06T09:07:00Z,Tenori,M,12.9,27.83260417,27.2440625,0.220833333,28.3065625
862,6/6/23,10:46:00,TIL,3036.126834,2023-06-06T10:46:00Z,Tenori,M,8.9,27.83260417,27.2440625,0.220833333,28.3065625
863,6/6/23,11:20:00,TAM,487.8328047,2023-06-06T11:20:00Z,Tenori,F,9.4,27.83260417,27.2440625,0.220833333,28.3065625
864,6/6/23,5:40:00,MOS,45.89241941,2023-06-06T05:40:00Z,Mesas,M,10.4,27.83260417,27.2440625,0.220833333,28.3065625
865,6/6/23,7:00:00,MUL,294.8226589,2023-06-06T07:00:00Z,Mesas,F,12.4,27.83260417,27.2440625,0.220833333,28.3065625
868,6/6/23,11:20:00,MUS,367.5007129,2023-06-06T11:20:00Z,Mesas,F,5.2,27.83260417,27.2440625,0.220833333,28.3065625
869,6/6/23,11:30:00,MIL,327.3066254,2023-06-06T11:30:00Z,Mesas,F,6.4,27.83260417,27.2440625,0.220833333,28.3065625
870,6/7/23,9:59:00,TAB,799.654329,2023-06-07T09:59:00Z,Tenori,F,6.4,26.42145833,25.92875,0.035416667,28.07736979
871,6/8/23,12:13:00,TIN,1152.392077,2023-06-08T12:13:00Z,Tenori,M,3.7,26.72697917,26.25145833,0.004166667,27.86557943
872,6/8/23,14:34:00,TOT,662.8654083,2023-06-08T14:34:00Z,Tenori,F,9.4,26.72697917,26.25145833,0.004166667,27.86557943
874,6/8/23,13:47:00,MON,309.5630391,2023-06-08T13:47:00Z,Mesas,F,5.4,26.72697917,26.25145833,0.004166667,27.86557943
875,6/8/23,14:47:00,MAY,337.4943932,2023-06-08T14:47:00Z,Mesas,F,4.4,26.72697917,26.25145833,0.004166667,27.86557943
876,6/12/23,15:40:00,TRU,2570.156166,2023-06-12T15:40:00Z,Tenori,F,16.4,30.2009375,29.68375,0,27.67505859
877,6/12/23,16:38:00,TIN,853.7074083,2023-06-12T16:38:00Z,Tenori,M,3.7,30.2009375,29.68375,0,27.67505859
878,6/13/23,11:35:00,TIL,1009.542888,2023-06-13T11:35:00Z,Tenori,M,9,28.4896875,27.92625,0.0375,27.66908854
879,6/19/23,14:13:00,PIN,1152.831227,2023-06-19T14:13:00Z,Palmas,M,16,30.01052083,29.52041667,0.002083333,27.65110677
880,6/19/23,14:46:00,PAC,495.737503,2023-06-19T14:46:00Z,Palmas,M,5,30.01052083,29.52041667,0.002083333,27.65110677
881,6/19/23,13:18:00,MIS,320.4790509,2023-06-19T13:18:00Z,Mesas,F,4.1,30.01052083,29.52041667,0.002083333,27.65110677
882,6/19/23,14:12:00,MON,262.5005092,2023-06-19T14:12:00Z,Mesas,F,5.4,30.01052083,29.52041667,0.002083333,27.65110677
883,6/19/23,14:47:00,MAY,236.8900039,2023-06-19T14:47:00Z,Mesas,F,4.5,30.01052083,29.52041667,0.002083333,27.65110677
886,6/20/23,16:02:00,PEN,2333.713296,2023-06-20T16:02:00Z,Palmas,F,21,30.7228125,30.22145833,0,27.86016927
887,6/20/23,14:13:00,PET,585.6773331,2023-06-20T14:13:00Z,Palmas,F,21,30.7228125,30.22145833,0,27.86016927
888,6/21/23,12:50:00,MYK,364.6700781,2023-06-21T12:50:00Z,Mesas,M,2.4,27.669375,27.04489583,0.520833333,27.87169922
893,6/22/23,8:12:00,MUL,170.5306897,2023-06-22T08:12:00Z,Mesas,F,12.5,26.70395833,26.1675,0.185416667,27.80115885
894,6/22/23,8:40:00,MIL,320.0596179,2023-06-22T08:40:00Z,Mesas,F,6.5,26.70395833,26.1675,0.185416667,27.80115885
896,6/22/23,11:25:00,MUS,244.7977624,2023-06-22T11:25:00Z,Mesas,F,5.2,26.70395833,26.1675,0.185416667,27.80115885
897,6/22/23,6:38:00,MIS,513.3859516,2023-06-22T06:38:00Z,Mesas,F,4.1,26.70395833,26.1675,0.185416667,27.80115885
898,6/22/23,10:35:00,MYK,365.0890435,2023-06-22T10:35:00Z,Mesas,M,2.4,26.70395833,26.1675,0.185416667,27.80115885
899,6/22/23,14:28:00,PIN,818.357205,2023-06-22T14:28:00Z,Palmas,M,16,26.70395833,26.1675,0.185416667,27.80115885
901,6/23/23,6:33:00,MIL,225.4183331,2023-06-23T06:33:00Z,Mesas,F,6.5,27.57041667,27.07947917,0,27.87296875
902,6/23/23,11:07:00,MOW,311.6709586,2023-06-23T11:07:00Z,Mesas,F,1,27.57041667,27.07947917,0,27.87296875
903,6/26/23,11:12:00,TUA,163.8066036,2023-06-26T11:12:00Z,Tenori,M,2.3,27.42833333,26.92375,0.027083333,28.07901042
904,6/26/23,11:18:00,TES,1011.280184,2023-06-26T11:18:00Z,Tenori,F,19.5,27.42833333,26.92375,0.027083333,28.07901042
905,6/26/23,14:20:00,TAB,1084.675162,2023-06-26T14:20:00Z,Tenori,F,6.5,27.42833333,26.92375,0.027083333,28.07901042
906,6/28/23,14:52:00,TAB,837.0966139,2023-06-28T14:52:00Z,Tenori,F,6.5,29.58865169,29.09674157,0,27.96925441
908,6/28/23,14:58:00,TUC,1962.849493,2023-06-28T14:58:00Z,Tenori,M,1,29.58865169,29.09674157,0,27.96925441
910,6/29/23,8:20:00,TRO,1110.271328,2023-06-29T08:20:00Z,Tenori,M,11,30.791875,30.3753125,0,28.11379987
911,7/3/23,10:00:00,MON,464.2800304,2023-07-03T10:00:00Z,Mesas,F,5.4,28.43034483,27.83896552,0,28.45255911
912,7/3/23,11:43:00,MOS,319.1239598,2023-07-03T11:43:00Z,Mesas,M,10.5,28.43034483,27.83896552,0,28.45255911
913,7/4/23,12:40:00,PRA,2424.709718,2023-07-04T12:40:00Z,Palmas,F,8.6,28.813,28.25333333,0.033333333,28.51839515
914,7/5/23,11:12:00,MIS,796.9226374,2023-07-05T11:12:00Z,Mesas,F,4.2,29.68767123,29.15027397,0,28.47641769
916,7/6/23,13:20:00,MIS,504.4552559,2023-07-06T13:20:00Z,Mesas,F,4.2,28.28493827,27.75246914,0.022222222,28.30694282
917,7/6/23,14:24:00,MYK,882.1643219,2023-07-06T14:24:00Z,Mesas,M,2.5,28.28493827,27.75246914,0.022222222,28.30694282
919,7/10/23,12:32:00,TAB,1189.899063,2023-07-10T12:32:00Z,Tenori,F,6.5,29.76641026,29.25589744,0.002564103,28.68808426
920,7/10/23,11:25:00,TRU,1298.628994,2023-07-10T11:25:00Z,Tenori,F,16.5,29.76641026,29.25589744,0.002564103,28.68808426
921,7/10/23,10:51:00,MIS,308.9607763,2023-07-10T10:51:00Z,Mesas,F,4.2,29.76641026,29.25589744,0.002564103,28.68808426
922,7/10/23,13:13:00,TAN,833.2003626,2023-07-10T13:13:00Z,Tenori,F,6.5,29.76641026,29.25589744,0.002564103,28.68808426
923,7/11/23,11:20:00,MIL,830.1025952,2023-07-11T11:20:00Z,Mesas,F,6.5,29.56770833,29.09864583,0,28.77073927
924,7/12/23,9:07:00,TRU,2903.121413,2023-07-12T09:07:00Z,Tenori,F,16.5,29.3715625,28.78520833,0.01875,28.91903021
925,7/13/23,9:44:00,MON,626.6543621,2023-07-13T09:44:00Z,Mesas,F,5.5,28.3703125,27.7959375,0,29.00027027
926,7/14/23,7:09:00,TAM,844.2061947,2023-07-14T07:09:00Z,Tenori,F,9.5,27.95542553,27.50691489,0,28.88104513
928,7/18/23,10:38:00,TUA,1104.482914,2023-07-18T10:38:00Z,Tenori,M,2.3,28.84072917,28.40708333,0,28.73875191
929,7/20/23,9:00:00,PAP,748.2361491,2023-07-20T09:00:00Z,Palmas,M,13.1,30.526875,30.03604167,0,28.96974638
931,7/24/23,9:28:00,TSU,1458.529747,2023-07-24T09:28:00Z,Tenori,M,7.1,28.7746875,28.3146875,0,29.11409214
932,7/24/23,11:21:00,PED,1573.548239,2023-07-24T11:21:00Z,Tenori,M,13.1,28.7746875,28.3146875,0,29.11409214
933,7/25/23,5:37:00,TRU,5727.518485,2023-07-25T05:37:00Z,Tenori,F,16.6,29.8575,29.41427083,0,29.18822045
934,7/25/23,11:37:00,TIN,2634.039033,2023-07-25T11:37:00Z,Tenori,M,3.8,29.8575,29.41427083,0,29.18822045
937,7/26/23,13:12:00,TAB,1178.748599,2023-07-26T13:12:00Z,Tenori,F,6.6,29.15229167,28.58854167,0.039583333,29.15636483
939,7/26/23,15:24:00,TOT,423.6541834,2023-07-26T15:24:00Z,Tenori,F,9.6,29.15229167,28.58854167,0.039583333,29.15636483
941,7/27/23,12:25:00,TAM,536.2208503,2023-07-27T12:25:00Z,Tenori,F,9.6,29.32614583,28.85645833,0,29.14114829
942,7/27/23,16:02:00,TEM,1671.780939,2023-07-27T16:02:00Z,Tenori,M,8.1,29.32614583,28.85645833,0,29.14114829
943,8/2/23,9:23:00,MAY,748.571028,2023-08-02T09:23:00Z,Mesas,F,4.6,28.73341463,28.1295122,0.009756098,29.35384461
950,8/15/23,11:55:00,TAM,1224.098982,2023-08-15T11:55:00Z,Tenori,F,9.6,30.0128125,29.45328125,0.003125,29.34046343
952,8/15/23,13:30:00,TUC,3867.817238,2023-08-15T13:30:00Z,Tenori,M,1.2,30.0128125,29.45328125,0.003125,29.34046343
953,8/16/23,10:55:00,PAC,939.5298462,2023-08-16T10:55:00Z,Palmas,M,5.1,29.7646875,29.27197917,0,29.40458364
954,8/16/23,12:30:00,PLA,884.2421283,2023-08-16T12:30:00Z,Palmas,M,1.2,29.7646875,29.27197917,0,29.40458364
